"title","start_time","end_time","description","exercise_title","superset_id","exercise_notes","set_index","set_type","weight_kg","reps","distance_km","duration_seconds","rpe"
"Evening workout 🏋️","27 Nov 2024, 18:44","27 Nov 2024, 20:11","","Pendulum Squat (Machine)",,"",1,"failure",20,17,,,
"Evening workout 🏋️","27 Nov 2024, 18:44","27 Nov 2024, 20:11","","Preacher Curl (Dumbbell)",,"Hammer grip",0,"normal",12,11,,,
"Evening workout 🏋️","27 Nov 2024, 18:44","27 Nov 2024, 20:11","","Seated Calf Raise",,"",0,"failure",30,26,,,
"Afternoon workout 💪","26 Nov 2024, 14:07","26 Nov 2024, 15:04","","Reverse Fly Single Arm (Cable)",,"Level 16",0,"warmup",3.4,10,,,
"Afternoon workout 💪","26 Nov 2024, 14:07","26 Nov 2024, 15:04","","Reverse Fly Single Arm (Cable)",,"Level 16",1,"normal",5.7,15,,,
"Afternoon workout 💪","26 Nov 2024, 14:07","26 Nov 2024, 15:04","","Reverse Fly Single Arm (Cable)",,"Level 16",2,"normal",5.7,15,,,
"Afternoon workout 💪","26 Nov 2024, 14:07","26 Nov 2024, 15:04","","Bench Press (Dumbbell)",,"",0,"warmup",20,12,,,
"Afternoon workout 💪","26 Nov 2024, 14:07","26 Nov 2024, 15:04","","Bench Press (Dumbbell)",,"",1,"warmup",32,4,,,
"Afternoon workout 💪","26 Nov 2024, 14:07","26 Nov 2024, 15:04","","Bench Press (Dumbbell)",,"",2,"normal",40,5,,,
"Afternoon workout 💪","26 Nov 2024, 14:07","26 Nov 2024, 15:04","","Bench Press (Dumbbell)",,"",3,"normal",32,8,,,
"Afternoon workout 💪","26 Nov 2024, 14:07","26 Nov 2024, 15:04","","Pull Up",,"",0,"failure",,9,,,
"Afternoon workout 💪","26 Nov 2024, 14:07","26 Nov 2024, 15:04","","Pull Up",,"",1,"failure",,7,,,
"Afternoon workout 💪","26 Nov 2024, 14:07","26 Nov 2024, 15:04","","Shoulder Press (Machine Plates)",,"",0,"warmup",15,6,,,
"Afternoon workout 💪","26 Nov 2024, 14:07","26 Nov 2024, 15:04","","Shoulder Press (Machine Plates)",,"",1,"normal",20,10,,,
"Afternoon workout 💪","26 Nov 2024, 14:07","26 Nov 2024, 15:04","","Shoulder Press (Machine Plates)",,"",2,"normal",20,7,,,
"Afternoon workout 💪","26 Nov 2024, 14:07","26 Nov 2024, 15:04","","Single Arm Lateral Raise (Cable)",,"",0,"normal",7.9,9,,,
"Afternoon workout 💪","26 Nov 2024, 14:07","26 Nov 2024, 15:04","","Single Arm Lateral Raise (Cable)",,"",1,"dropset",5.7,2,,,
"Afternoon workout 💪","26 Nov 2024, 14:07","26 Nov 2024, 15:04","","Triceps Extension (Cable)",0,"Both arms - no numbers on machine",0,"failure",9,8,,,
"Afternoon workout 💪","26 Nov 2024, 14:07","26 Nov 2024, 15:04","","Bicep Curl (Cable)",0,"No numbers on machije",0,"failure",10,15,,,
"Afternoon workout 💪","24 Nov 2024, 15:13","24 Nov 2024, 16:20","","Straight Leg Deadlift",,"",0,"warmup",20,20,,,
"Afternoon workout 💪","24 Nov 2024, 15:13","24 Nov 2024, 16:20","","Straight Leg Deadlift",,"",1,"warmup",60,5,,,
"Afternoon workout 💪","24 Nov 2024, 15:13","24 Nov 2024, 16:20","","Straight Leg Deadlift",,"",2,"warmup",100,3,,,
"Afternoon workout 💪","24 Nov 2024, 15:13","24 Nov 2024, 16:20","","Straight Leg Deadlift",,"",3,"normal",125,5,,,
"Afternoon workout 💪","24 Nov 2024, 15:13","24 Nov 2024, 16:20","","Straight Leg Deadlift",,"",4,"normal",115,6,,,
"Afternoon workout 💪","24 Nov 2024, 15:13","24 Nov 2024, 16:20","","Incline Bench Press (Dumbbell)",,"",0,"normal",36,5,,,
"Afternoon workout 💪","24 Nov 2024, 15:13","24 Nov 2024, 16:20","","Incline Bench Press (Dumbbell)",,"",1,"normal",32,8,,,
"Afternoon workout 💪","24 Nov 2024, 15:13","24 Nov 2024, 16:20","","Seated Cable Row - Bar Grip",,"Partials last dropset",0,"warmup",32,6,,,
"Afternoon workout 💪","24 Nov 2024, 15:13","24 Nov 2024, 16:20","","Seated Cable Row - Bar Grip",,"Partials last dropset",1,"normal",52,8,,,
"Afternoon workout 💪","24 Nov 2024, 15:13","24 Nov 2024, 16:20","","Seated Cable Row - Bar Grip",,"Partials last dropset",2,"normal",45,7,,,
"Afternoon workout 💪","24 Nov 2024, 15:13","24 Nov 2024, 16:20","","Seated Cable Row - Bar Grip",,"Partials last dropset",3,"dropset",32,8,,,
"Afternoon workout 💪","24 Nov 2024, 15:13","24 Nov 2024, 16:20","","Leg Extension (Machine)",,"",0,"normal",73,12,,,
"Afternoon workout 💪","24 Nov 2024, 15:13","24 Nov 2024, 16:20","","Leg Extension (Machine)",,"",1,"dropset",53,3,,,
"Afternoon workout 💪","24 Nov 2024, 15:13","24 Nov 2024, 16:20","","Single Arm Lateral Raise (Cable)",,"Lengthened partials dropset",0,"failure",10.2,4,,,
"Afternoon workout 💪","24 Nov 2024, 15:13","24 Nov 2024, 16:20","","Single Arm Lateral Raise (Cable)",,"Lengthened partials dropset",1,"dropset",7.9,9,,,
"Afternoon workout 💪","24 Nov 2024, 15:13","24 Nov 2024, 16:20","","Bicep Curl (Cable)",,"",0,"failure",23,13,,,
"Afternoon workout 💪","24 Nov 2024, 15:13","24 Nov 2024, 16:20","","Bicep Curl (Cable)",,"",1,"dropset",14,5,,,
"Evening workout 🏋️","18 Nov 2024, 19:42","18 Nov 2024, 21:04","","Standing Leg Curls",,"",0,"warmup",,12,,,
"Evening workout 🏋️","18 Nov 2024, 19:42","18 Nov 2024, 21:04","","Standing Leg Curls",,"",1,"failure",5,12,,,
"Evening workout 🏋️","18 Nov 2024, 19:42","18 Nov 2024, 21:04","","Standing Leg Curls",,"",2,"failure",5,9,,,
"Evening workout 🏋️","18 Nov 2024, 19:42","18 Nov 2024, 21:04","","Squat (Smith Machine)",,"",0,"warmup",60,5,,,
"Evening workout 🏋️","18 Nov 2024, 19:42","18 Nov 2024, 21:04","","Squat (Smith Machine)",,"",1,"warmup",80,5,,,
"Evening workout 🏋️","18 Nov 2024, 19:42","18 Nov 2024, 21:04","","Squat (Smith Machine)",,"",2,"normal",100,8,,,
"Evening workout 🏋️","18 Nov 2024, 19:42","18 Nov 2024, 21:04","","Squat (Smith Machine)",,"",3,"normal",90,7,,,
"Evening workout 🏋️","18 Nov 2024, 19:42","18 Nov 2024, 21:04","","Back Extension (Weighted Hyperextension)",,"",0,"warmup",20,5,,,
"Evening workout 🏋️","18 Nov 2024, 19:42","18 Nov 2024, 21:04","","Back Extension (Weighted Hyperextension)",,"",1,"normal",40,6,,,
"Evening workout 🏋️","18 Nov 2024, 19:42","18 Nov 2024, 21:04","","Back Extension (Weighted Hyperextension)",,"",2,"failure",20,14,,,
"Evening workout 🏋️","18 Nov 2024, 19:42","18 Nov 2024, 21:04","","Back Extension (Weighted Hyperextension)",,"",3,"dropset",,15,,,
"Evening workout 🏋️","18 Nov 2024, 19:42","18 Nov 2024, 21:04","","Leg Extension (Machine)",,"Lengthened partials on dropset",0,"failure",73,11,,,
"Evening workout 🏋️","18 Nov 2024, 19:42","18 Nov 2024, 21:04","","Leg Extension (Machine)",,"Lengthened partials on dropset",1,"failure",66,9,,,
"Evening workout 🏋️","18 Nov 2024, 19:42","18 Nov 2024, 21:04","","Leg Extension (Machine)",,"Lengthened partials on dropset",2,"dropset",42,3,,,
"Evening workout 🏋️","18 Nov 2024, 19:42","18 Nov 2024, 21:04","","Seated Calf Raise",,"",0,"failure",45,15,,,
"Evening workout 🏋️","18 Nov 2024, 19:42","18 Nov 2024, 21:04","","Seated Calf Raise",,"",1,"failure",40,15,,,
"Evening workout 🏋️","18 Nov 2024, 19:42","18 Nov 2024, 21:04","","Seated Calf Raise",,"",2,"dropset",20,10,,,
"Evening workout 🏋️","18 Nov 2024, 19:42","18 Nov 2024, 21:04","","Leg Raise Parallel Bars",,"",0,"normal",,9,,,
"Evening workout 🏋️","18 Nov 2024, 19:42","18 Nov 2024, 21:04","","Knee Raise Parallel Bars",,"",0,"normal",,10,,,
"Afternoon workout 💪","16 Nov 2024, 14:16","16 Nov 2024, 15:38","","Bench Press (Dumbbell)",,"",0,"warmup",20,12,,,
"Afternoon workout 💪","16 Nov 2024, 14:16","16 Nov 2024, 15:38","","Bench Press (Dumbbell)",,"",1,"warmup",30,5,,,
"Afternoon workout 💪","16 Nov 2024, 14:16","16 Nov 2024, 15:38","","Bench Press (Dumbbell)",,"",2,"normal",40,4,,,
"Afternoon workout 💪","16 Nov 2024, 14:16","16 Nov 2024, 15:38","","Bench Press (Dumbbell)",,"",3,"normal",32,7,,,
"Afternoon workout 💪","16 Nov 2024, 14:16","16 Nov 2024, 15:38","","Pull Up",,"",0,"warmup",,2,,,
"Afternoon workout 💪","16 Nov 2024, 14:16","16 Nov 2024, 15:38","","Pull Up",,"",1,"failure",,10,,,
"Afternoon workout 💪","16 Nov 2024, 14:16","16 Nov 2024, 15:38","","Pull Up",,"",2,"failure",,6,,,
"Afternoon workout 💪","16 Nov 2024, 14:16","16 Nov 2024, 15:38","","Shoulder Press (Machine Plates)",,"",0,"warmup",20,5,,,
"Afternoon workout 💪","16 Nov 2024, 14:16","16 Nov 2024, 15:38","","Shoulder Press (Machine Plates)",,"",1,"failure",30,7,,,
"Afternoon workout 💪","16 Nov 2024, 14:16","16 Nov 2024, 15:38","","Shoulder Press (Machine Plates)",,"",2,"failure",25,6,,,
"Afternoon workout 💪","16 Nov 2024, 14:16","16 Nov 2024, 15:38","","Incline Chest Fly (Dumbbell)",,"",0,"failure",16,8,,,
"Afternoon workout 💪","16 Nov 2024, 14:16","16 Nov 2024, 15:38","","Incline Chest Fly (Dumbbell)",,"",1,"failure",12,12,,,
"Afternoon workout 💪","16 Nov 2024, 14:16","16 Nov 2024, 15:38","","Lateral Raise (Dumbbell)",,"Chest supported",0,"failure",8,20,,,
"Afternoon workout 💪","16 Nov 2024, 14:16","16 Nov 2024, 15:38","","Lateral Raise (Dumbbell)",,"Chest supported",1,"failure",8,15,,,
"Afternoon workout 💪","16 Nov 2024, 14:16","16 Nov 2024, 15:38","","Lateral Raise (Dumbbell)",,"Chest supported",2,"dropset",6,5,,,
"Afternoon workout 💪","16 Nov 2024, 14:16","16 Nov 2024, 15:38","","Single Arm Triceps Pushdown (Cable)",0,"",0,"normal",7.9,12,,,
"Afternoon workout 💪","16 Nov 2024, 14:16","16 Nov 2024, 15:38","","Single Arm Triceps Pushdown (Cable)",0,"",1,"normal",5.7,12,,,
"Afternoon workout 💪","16 Nov 2024, 14:16","16 Nov 2024, 15:38","","Triceps Extension (Cable)",0,"",0,"failure",7.9,6,,,
"Afternoon workout 💪","16 Nov 2024, 14:16","16 Nov 2024, 15:38","","Triceps Extension (Cable)",0,"",1,"failure",5.7,7,,,
"Afternoon workout 💪","16 Nov 2024, 14:16","16 Nov 2024, 15:38","","Hammer Curl (Dumbbell)",,"",0,"failure",12,12,,,
"Afternoon workout 💪","16 Nov 2024, 14:16","16 Nov 2024, 15:38","","Hammer Curl (Dumbbell)",,"",1,"failure",10,8,,,
"Afternoon workout 💪","16 Nov 2024, 14:16","16 Nov 2024, 15:38","","Hammer Curl (Dumbbell)",,"",2,"dropset",6,6,,,
"Evening workout 🏋️","11 Nov 2024, 19:31","11 Nov 2024, 20:49","","Straight Leg Deadlift",,"Snatch Grip - no belt",0,"warmup",20,20,,,
"Evening workout 🏋️","11 Nov 2024, 19:31","11 Nov 2024, 20:49","","Straight Leg Deadlift",,"Snatch Grip - no belt",1,"warmup",60,5,,,
"Evening workout 🏋️","11 Nov 2024, 19:31","11 Nov 2024, 20:49","","Straight Leg Deadlift",,"Snatch Grip - no belt",2,"warmup",100,5,,,
"Evening workout 🏋️","11 Nov 2024, 19:31","11 Nov 2024, 20:49","","Straight Leg Deadlift",,"Snatch Grip - no belt",3,"normal",120,6,,,
"Evening workout 🏋️","11 Nov 2024, 19:31","11 Nov 2024, 20:49","","Straight Leg Deadlift",,"Snatch Grip - no belt",4,"normal",110,8,,,
"Evening workout 🏋️","11 Nov 2024, 19:31","11 Nov 2024, 20:49","","Incline Bench Press (Dumbbell)",,"",0,"warmup",16,10,,,
"Evening workout 🏋️","11 Nov 2024, 19:31","11 Nov 2024, 20:49","","Incline Bench Press (Dumbbell)",,"",1,"normal",34,6,,,
"Evening workout 🏋️","11 Nov 2024, 19:31","11 Nov 2024, 20:49","","Incline Bench Press (Dumbbell)",,"",2,"normal",28,10,,,
"Evening workout 🏋️","11 Nov 2024, 19:31","11 Nov 2024, 20:49","","Bulgarian Split Squat",,"One DB and support",0,"failure",26,13,,,
"Evening workout 🏋️","11 Nov 2024, 19:31","11 Nov 2024, 20:49","","Bulgarian Split Squat",,"One DB and support",1,"dropset",16,5,,,
"Evening workout 🏋️","11 Nov 2024, 19:31","11 Nov 2024, 20:49","","T Bar Row",,"",0,"normal",30,10,,,
"Evening workout 🏋️","11 Nov 2024, 19:31","11 Nov 2024, 20:49","","Iso-Lateral Low Row",,"",0,"normal",40,9,,,
"Evening workout 🏋️","11 Nov 2024, 19:31","11 Nov 2024, 20:49","","Lateral Raise (Machine)",,"",0,"failure",41,10,,,
"Evening workout 🏋️","11 Nov 2024, 19:31","11 Nov 2024, 20:49","","Lateral Raise (Machine)",,"",1,"failure",36,7,,,
"Evening workout 🏋️","11 Nov 2024, 19:31","11 Nov 2024, 20:49","","Seated Dip Machine",,"",0,"failure",25,20,,,
"Evening workout 🏋️","11 Nov 2024, 19:31","11 Nov 2024, 20:49","","Seated Dip Machine",,"",1,"failure",25,13,,,
"Evening workout 🏋️","11 Nov 2024, 19:31","11 Nov 2024, 20:49","","Preacher Curl (Machine)",,"",0,"failure",10,10,,,
"Evening workout 🏋️","11 Nov 2024, 19:31","11 Nov 2024, 20:49","","Preacher Curl (Machine)",,"",1,"failure",5,10,,,
"Evening workout 🏋️","4 Nov 2024, 18:17","4 Nov 2024, 19:45","","Pendulum Squat (Machine)",,"",0,"warmup",,12,,,
"Evening workout 🏋️","4 Nov 2024, 18:17","4 Nov 2024, 19:45","","Pendulum Squat (Machine)",,"",1,"warmup",10,5,,,
"Evening workout 🏋️","4 Nov 2024, 18:17","4 Nov 2024, 19:45","","Pendulum Squat (Machine)",,"",2,"warmup",30,3,,,
"Evening workout 🏋️","4 Nov 2024, 18:17","4 Nov 2024, 19:45","","Pendulum Squat (Machine)",,"",3,"normal",40,6,,,
"Evening workout 🏋️","4 Nov 2024, 18:17","4 Nov 2024, 19:45","","Pendulum Squat (Machine)",,"",4,"normal",35,10,,,
"Evening workout 🏋️","4 Nov 2024, 18:17","4 Nov 2024, 19:45","","Back Extension (Weighted Hyperextension)",,"",0,"warmup",,10,,,
"Evening workout 🏋️","4 Nov 2024, 18:17","4 Nov 2024, 19:45","","Back Extension (Weighted Hyperextension)",,"",1,"warmup",20,5,,,
"Evening workout 🏋️","4 Nov 2024, 18:17","4 Nov 2024, 19:45","","Back Extension (Weighted Hyperextension)",,"",2,"normal",40,12,,,
"Evening workout 🏋️","4 Nov 2024, 18:17","4 Nov 2024, 19:45","","Back Extension (Weighted Hyperextension)",,"",3,"normal",40,9,,,
"Evening workout 🏋️","4 Nov 2024, 18:17","4 Nov 2024, 19:45","","Back Extension (Weighted Hyperextension)",,"",4,"normal",30,12,,,
"Evening workout 🏋️","4 Nov 2024, 18:17","4 Nov 2024, 19:45","","Back Extension (Weighted Hyperextension)",,"",5,"dropset",,13,,,
"Evening workout 🏋️","4 Nov 2024, 18:17","4 Nov 2024, 19:45","","Leg Extension (Machine)",,"Lengthened partials last 2",0,"failure",73,11,,,
"Evening workout 🏋️","4 Nov 2024, 18:17","4 Nov 2024, 19:45","","Leg Extension (Machine)",,"Lengthened partials last 2",1,"failure",66,18,,,
"Evening workout 🏋️","4 Nov 2024, 18:17","4 Nov 2024, 19:45","","Leg Extension (Machine)",,"Lengthened partials last 2",2,"dropset",42,13,,,
"Evening workout 🏋️","4 Nov 2024, 18:17","4 Nov 2024, 19:45","","Seated Leg Curl (Machine)",,"Lengthened partials at the end",0,"failure",45,11,,,
"Evening workout 🏋️","4 Nov 2024, 18:17","4 Nov 2024, 19:45","","Seated Leg Curl (Machine)",,"Lengthened partials at the end",1,"failure",39,9,,,
"Evening workout 🏋️","4 Nov 2024, 18:17","4 Nov 2024, 19:45","","Seated Calf Raise",,"",0,"failure",40,20,,,
"Evening workout 🏋️","4 Nov 2024, 18:17","4 Nov 2024, 19:45","","Seated Calf Raise",,"",1,"failure",30,20,,,
"Evening workout 🏋️","4 Nov 2024, 18:17","4 Nov 2024, 19:45","","Leg Raise Parallel Bars",,"",0,"normal",,12,,,
"Evening workout 🏋️","4 Nov 2024, 18:17","4 Nov 2024, 19:45","","Leg Raise Parallel Bars",,"",1,"normal",,6,,,
"Evening workout 🏋️","4 Nov 2024, 18:17","4 Nov 2024, 19:45","","Knee Raise Parallel Bars",,"",0,"normal",,8,,,
"Afternoon workout 💪","31 Oct 2024, 13:16","31 Oct 2024, 14:27","","Lat Pulldown (Cable)",,"No numbers on plate",0,"warmup",3,12,,,
"Afternoon workout 💪","31 Oct 2024, 13:16","31 Oct 2024, 14:27","","Lat Pulldown (Cable)",,"No numbers on plate",1,"normal",6,10,,,
"Afternoon workout 💪","31 Oct 2024, 13:16","31 Oct 2024, 14:27","","Lat Pulldown (Cable)",,"No numbers on plate",2,"normal",5,8,,,
"Afternoon workout 💪","31 Oct 2024, 13:16","31 Oct 2024, 14:27","","Lat Pulldown (Cable)",,"No numbers on plate",3,"normal",4,9,,,
"Afternoon workout 💪","31 Oct 2024, 13:16","31 Oct 2024, 14:27","","Bench Press (Barbell)",,"Last 2 sets paused",0,"warmup",20,20,,,
"Afternoon workout 💪","31 Oct 2024, 13:16","31 Oct 2024, 14:27","","Bench Press (Barbell)",,"Last 2 sets paused",1,"warmup",60,5,,,
"Afternoon workout 💪","31 Oct 2024, 13:16","31 Oct 2024, 14:27","","Bench Press (Barbell)",,"Last 2 sets paused",2,"warmup",80,3,,,
"Afternoon workout 💪","31 Oct 2024, 13:16","31 Oct 2024, 14:27","","Bench Press (Barbell)",,"Last 2 sets paused",3,"normal",100,4,,,
"Afternoon workout 💪","31 Oct 2024, 13:16","31 Oct 2024, 14:27","","Bench Press (Barbell)",,"Last 2 sets paused",4,"normal",80,6,,,
"Afternoon workout 💪","31 Oct 2024, 13:16","31 Oct 2024, 14:27","","Bench Press (Barbell)",,"Last 2 sets paused",5,"normal",70,6,,,
"Afternoon workout 💪","31 Oct 2024, 13:16","31 Oct 2024, 14:27","","Seated Shoulder Press (Machine)",,"",0,"warmup",5,10,,,
"Afternoon workout 💪","31 Oct 2024, 13:16","31 Oct 2024, 14:27","","Seated Shoulder Press (Machine)",,"",1,"failure",12,9,,,
"Afternoon workout 💪","31 Oct 2024, 13:16","31 Oct 2024, 14:27","","Seated Shoulder Press (Machine)",,"",2,"failure",10,8,,,
"Afternoon workout 💪","31 Oct 2024, 13:16","31 Oct 2024, 14:27","","Incline Chest Fly (Dumbbell)",,"",0,"failure",16,8,,,
"Afternoon workout 💪","31 Oct 2024, 13:16","31 Oct 2024, 14:27","","Incline Chest Fly (Dumbbell)",,"",1,"failure",14,8,,,
"Afternoon workout 💪","31 Oct 2024, 13:16","31 Oct 2024, 14:27","","Single Arm Lateral Raise (Cable)",,"",0,"failure",10,14,,,
"Afternoon workout 💪","31 Oct 2024, 13:16","31 Oct 2024, 14:27","","Single Arm Lateral Raise (Cable)",,"",1,"failure",7.5,12,,,
"Afternoon workout 💪","31 Oct 2024, 13:16","31 Oct 2024, 14:27","","Triceps Extension (Cable)",,"",0,"normal",25,20,,,
"Afternoon workout 💪","31 Oct 2024, 13:16","31 Oct 2024, 14:27","","Triceps Extension (Cable)",,"",1,"normal",25,18,,,
"Afternoon workout 💪","31 Oct 2024, 13:16","31 Oct 2024, 14:27","","Hammer Curl (Dumbbell)",,"On preacher",0,"failure",12,11,,,
"Afternoon workout 💪","31 Oct 2024, 13:16","31 Oct 2024, 14:27","","Hammer Curl (Dumbbell)",,"On preacher",1,"failure",11,11,,,
"Afternoon workout 💪","24 Oct 2024, 18:08","24 Oct 2024, 19:12","","Pull Up (Weighted)",,"",0,"warmup",,5,,,
"Afternoon workout 💪","24 Oct 2024, 18:08","24 Oct 2024, 19:12","","Pull Up (Weighted)",,"",1,"normal",15,5,,,
"Afternoon workout 💪","24 Oct 2024, 18:08","24 Oct 2024, 19:12","","Pull Up (Weighted)",,"",2,"normal",10,6,,,
"Afternoon workout 💪","24 Oct 2024, 18:08","24 Oct 2024, 19:12","","Pull Up (Weighted)",,"",3,"normal",,7,,,
"Afternoon workout 💪","24 Oct 2024, 18:08","24 Oct 2024, 19:12","","Incline Bench Press (Dumbbell)",,"",0,"warmup",22,12,,,
"Afternoon workout 💪","24 Oct 2024, 18:08","24 Oct 2024, 19:12","","Incline Bench Press (Dumbbell)",,"",1,"normal",32,8,,,
"Afternoon workout 💪","24 Oct 2024, 18:08","24 Oct 2024, 19:12","","Incline Bench Press (Dumbbell)",,"",2,"normal",30,9,,,
"Afternoon workout 💪","24 Oct 2024, 18:08","24 Oct 2024, 19:12","","Incline Bench Press (Dumbbell)",,"",3,"normal",26,8,,,
"Afternoon workout 💪","24 Oct 2024, 18:08","24 Oct 2024, 19:12","","Dumbbell Row",,"",0,"normal",42,8,,,
"Afternoon workout 💪","24 Oct 2024, 18:08","24 Oct 2024, 19:12","","Dumbbell Row",,"",1,"normal",42,6,,,
"Afternoon workout 💪","24 Oct 2024, 18:08","24 Oct 2024, 19:12","","Lateral Raise (Machine)",,"",0,"failure",7,13,,,
"Afternoon workout 💪","24 Oct 2024, 18:08","24 Oct 2024, 19:12","","Lateral Raise (Machine)",,"",1,"failure",6,11,,,
"Afternoon workout 💪","24 Oct 2024, 18:08","24 Oct 2024, 19:12","","Preacher Curl (Machine)",,"",0,"failure",40,8,,,
"Afternoon workout 💪","24 Oct 2024, 18:08","24 Oct 2024, 19:12","","Preacher Curl (Machine)",,"",1,"failure",30,8,,,
"Afternoon workout 💪","24 Oct 2024, 18:08","24 Oct 2024, 19:12","","Shrug (Dumbbell)",,"",0,"normal",34,12,,,
"Afternoon workout 💪","12 Oct 2024, 11:50","12 Oct 2024, 13:04","","Romanian Deadlift (Dumbbell)",,"",0,"warmup",14,12,,,
"Afternoon workout 💪","12 Oct 2024, 11:50","12 Oct 2024, 13:04","","Romanian Deadlift (Dumbbell)",,"",1,"warmup",34,6,,,
"Afternoon workout 💪","12 Oct 2024, 11:50","12 Oct 2024, 13:04","","Romanian Deadlift (Dumbbell)",,"",2,"normal",44,10,,,
"Afternoon workout 💪","12 Oct 2024, 11:50","12 Oct 2024, 13:04","","Romanian Deadlift (Dumbbell)",,"",3,"normal",40,10,,,
"Afternoon workout 💪","12 Oct 2024, 11:50","12 Oct 2024, 13:04","","Romanian Deadlift (Dumbbell)",,"",4,"normal",36,8,,,
"Afternoon workout 💪","12 Oct 2024, 11:50","12 Oct 2024, 13:04","","Bulgarian Split Squat",,"",0,"warmup",20,5,,,
"Afternoon workout 💪","12 Oct 2024, 11:50","12 Oct 2024, 13:04","","Bulgarian Split Squat",,"",1,"normal",30,8,,,
"Afternoon workout 💪","12 Oct 2024, 11:50","12 Oct 2024, 13:04","","Bulgarian Split Squat",,"",2,"normal",26,11,,,
"Afternoon workout 💪","12 Oct 2024, 11:50","12 Oct 2024, 13:04","","Seated Calf Raise",,"",0,"warmup",20,15,,,
"Afternoon workout 💪","12 Oct 2024, 11:50","12 Oct 2024, 13:04","","Seated Calf Raise",,"",1,"normal",50,15,,,
"Afternoon workout 💪","12 Oct 2024, 11:50","12 Oct 2024, 13:04","","Bicep Curl (Cable)",0,"",0,"normal",25,16,,,
"Afternoon workout 💪","12 Oct 2024, 11:50","12 Oct 2024, 13:04","","Triceps Extension (Cable)",0,"Both arms",0,"normal",25,15,,,
"Evening workout 🏋️","10 Oct 2024, 20:24","10 Oct 2024, 21:37","","Rear Delt Reverse Fly (Machine)",,"",0,"warmup",21,15,,,
"Evening workout 🏋️","10 Oct 2024, 20:24","10 Oct 2024, 21:37","","Rear Delt Reverse Fly (Machine)",,"",1,"normal",42,10,,,
"Evening workout 🏋️","10 Oct 2024, 20:24","10 Oct 2024, 21:37","","Rear Delt Reverse Fly (Machine)",,"",2,"normal",35,10,,,
"Evening workout 🏋️","10 Oct 2024, 20:24","10 Oct 2024, 21:37","","Incline Bench Press (Barbell)",,"",0,"warmup",20,30,,,
"Evening workout 🏋️","10 Oct 2024, 20:24","10 Oct 2024, 21:37","","Incline Bench Press (Barbell)",,"",1,"warmup",40,10,,,
"Evening workout 🏋️","10 Oct 2024, 20:24","10 Oct 2024, 21:37","","Incline Bench Press (Barbell)",,"",2,"warmup",60,5,,,
"Evening workout 🏋️","10 Oct 2024, 20:24","10 Oct 2024, 21:37","","Incline Bench Press (Barbell)",,"",3,"warmup",70,1,,,
"Evening workout 🏋️","10 Oct 2024, 20:24","10 Oct 2024, 21:37","","Incline Bench Press (Barbell)",,"",4,"normal",80,4,,,
"Evening workout 🏋️","10 Oct 2024, 20:24","10 Oct 2024, 21:37","","Incline Bench Press (Barbell)",,"",5,"normal",70,8,,,
"Evening workout 🏋️","10 Oct 2024, 20:24","10 Oct 2024, 21:37","","Incline Bench Press (Barbell)",,"",6,"normal",60,8,,,
"Evening workout 🏋️","10 Oct 2024, 20:24","10 Oct 2024, 21:37","","Iso-Lateral High Row (Machine)",,"",0,"warmup",,20,,,
"Evening workout 🏋️","10 Oct 2024, 20:24","10 Oct 2024, 21:37","","Iso-Lateral High Row (Machine)",,"",1,"warmup",40,10,,,
