"title","start_time","end_time","description","exercise_title","superset_id","exercise_notes","set_index","set_type","weight_kg","reps","distance_km","duration_seconds","rpe"
"Afternoon workout 💪","19 Apr 2024, 13:40","19 Apr 2024, 15:00","","Hammer Curl (Dumbbell)",,"",1,"failure",12,3,,,
"Afternoon workout 💪","19 Apr 2024, 13:40","19 Apr 2024, 15:00","","Seated Calf Raise",,"",0,"normal",50,12,,,
"Afternoon workout 💪","19 Apr 2024, 13:40","19 Apr 2024, 15:00","","Seated Calf Raise",,"",1,"normal",30,15,,,
"Afternoon workout 💪","19 Apr 2024, 13:40","19 Apr 2024, 15:00","","Leg Raise Parallel Bars",,"",0,"normal",,12,,,
"Afternoon workout 💪","16 Apr 2024, 16:23","16 Apr 2024, 17:56","","Squat (Barbell)",,"",0,"warmup",20,10,,,
"Afternoon workout 💪","16 Apr 2024, 16:23","16 Apr 2024, 17:56","","Squat (Barbell)",,"",1,"warmup",60,5,,,
"Afternoon workout 💪","16 Apr 2024, 16:23","16 Apr 2024, 17:56","","Squat (Barbell)",,"",2,"warmup",100,2,,,
"Afternoon workout 💪","16 Apr 2024, 16:23","16 Apr 2024, 17:56","","Squat (Barbell)",,"",3,"warmup",120,1,,,
"Afternoon workout 💪","16 Apr 2024, 16:23","16 Apr 2024, 17:56","","Squat (Barbell)",,"",4,"normal",130,3,,,
"Afternoon workout 💪","16 Apr 2024, 16:23","16 Apr 2024, 17:56","","Squat (Barbell)",,"",5,"normal",110,4,,,
"Afternoon workout 💪","16 Apr 2024, 16:23","16 Apr 2024, 17:56","","Squat (Barbell)",,"",6,"normal",90,6,,,
"Afternoon workout 💪","16 Apr 2024, 16:23","16 Apr 2024, 17:56","","Incline Bench Press (Dumbbell)",,"",0,"warmup",20,12,,,
"Afternoon workout 💪","16 Apr 2024, 16:23","16 Apr 2024, 17:56","","Incline Bench Press (Dumbbell)",,"",1,"normal",36,5,,,
"Afternoon workout 💪","16 Apr 2024, 16:23","16 Apr 2024, 17:56","","Incline Bench Press (Dumbbell)",,"",2,"normal",30,8,,,
"Afternoon workout 💪","16 Apr 2024, 16:23","16 Apr 2024, 17:56","","Dumbbell Row",,"",0,"normal",40,8,,,
"Afternoon workout 💪","16 Apr 2024, 16:23","16 Apr 2024, 17:56","","Dumbbell Row",,"",1,"normal",30,10,,,
"Afternoon workout 💪","16 Apr 2024, 16:23","16 Apr 2024, 17:56","","Face Pull",,"",0,"normal",19.3,12,,,
"Afternoon workout 💪","16 Apr 2024, 16:23","16 Apr 2024, 17:56","","Face Pull",,"",1,"normal",17,12,,,
"Afternoon workout 💪","16 Apr 2024, 16:23","16 Apr 2024, 17:56","","Triceps Pushdown",,"",0,"failure",26.1,10,,,
"Afternoon workout 💪","16 Apr 2024, 16:23","16 Apr 2024, 17:56","","Triceps Pushdown",,"",1,"failure",26.1,6,,,
"Afternoon workout 💪","16 Apr 2024, 16:23","16 Apr 2024, 17:56","","Triceps Pushdown",,"",2,"dropset",19.3,6,,,
"Afternoon workout 💪","16 Apr 2024, 16:23","16 Apr 2024, 17:56","","Single Arm Lateral Raise (Cable)",,"",0,"failure",7.9,10,,,
"Afternoon workout 💪","16 Apr 2024, 16:23","16 Apr 2024, 17:56","","Single Arm Lateral Raise (Cable)",,"",1,"failure",7.9,60,,,
"Afternoon workout 💪","16 Apr 2024, 16:23","16 Apr 2024, 17:56","","Single Arm Lateral Raise (Cable)",,"",2,"dropset",3.4,12,,,
"Afternoon workout 💪","16 Apr 2024, 16:23","16 Apr 2024, 17:56","","Seated Calf Raise",,"",0,"normal",50,10,,,
"Afternoon workout 💪","16 Apr 2024, 16:23","16 Apr 2024, 17:56","","Seated Calf Raise",,"",1,"normal",40,12,,,
"Evening workout 🏋️","12 Apr 2024, 19:11","12 Apr 2024, 20:28","","Romanian Deadlift (Barbell)",,"",0,"warmup",40,10,,,
"Evening workout 🏋️","12 Apr 2024, 19:11","12 Apr 2024, 20:28","","Romanian Deadlift (Barbell)",,"",1,"warmup",110,5,,,
"Evening workout 🏋️","12 Apr 2024, 19:11","12 Apr 2024, 20:28","","Romanian Deadlift (Barbell)",,"",2,"normal",130,3,,,
"Evening workout 🏋️","12 Apr 2024, 19:11","12 Apr 2024, 20:28","","Romanian Deadlift (Barbell)",,"",3,"normal",120,5,,,
"Evening workout 🏋️","12 Apr 2024, 19:11","12 Apr 2024, 20:28","","Bench Press (Barbell)",,"",0,"warmup",20,15,,,
"Evening workout 🏋️","12 Apr 2024, 19:11","12 Apr 2024, 20:28","","Bench Press (Barbell)",,"",1,"warmup",60,5,,,
"Evening workout 🏋️","12 Apr 2024, 19:11","12 Apr 2024, 20:28","","Bench Press (Barbell)",,"",2,"warmup",80,3,,,
"Evening workout 🏋️","12 Apr 2024, 19:11","12 Apr 2024, 20:28","","Bench Press (Barbell)",,"",3,"normal",90,2,,,
"Evening workout 🏋️","12 Apr 2024, 19:11","12 Apr 2024, 20:28","","Bench Press (Barbell)",,"",4,"normal",85,5,,,
"Evening workout 🏋️","12 Apr 2024, 19:11","12 Apr 2024, 20:28","","Hip Thrust (Machine)",,"",0,"warmup",8.1,7,,,
"Evening workout 🏋️","12 Apr 2024, 19:11","12 Apr 2024, 20:28","","Hip Thrust (Machine)",,"",1,"normal",128.1,8,,,
"Evening workout 🏋️","12 Apr 2024, 19:11","12 Apr 2024, 20:28","","Hip Thrust (Machine)",,"",2,"normal",88.1,12,,,
"Evening workout 🏋️","12 Apr 2024, 19:11","12 Apr 2024, 20:28","","Triceps Dip",,"",0,"normal",,7,,,
"Evening workout 🏋️","12 Apr 2024, 19:11","12 Apr 2024, 20:28","","Triceps Dip",,"",1,"normal",,6,,,
"Evening workout 🏋️","12 Apr 2024, 19:11","12 Apr 2024, 20:28","","Triceps Dip",,"",2,"normal",,5,,,
"Evening workout 🏋️","12 Apr 2024, 19:11","12 Apr 2024, 20:28","","Seated Incline Curl (Dumbbell)",,"",0,"failure",10,15,,,
"Evening workout 🏋️","12 Apr 2024, 19:11","12 Apr 2024, 20:28","","Seated Incline Curl (Dumbbell)",,"",1,"failure",10,8,,,
"Evening workout 🏋️","12 Apr 2024, 19:11","12 Apr 2024, 20:28","","Hammer Curl (Dumbbell)",,"",0,"failure",10,5,,,
"Evening workout 🏋️","12 Apr 2024, 19:11","12 Apr 2024, 20:28","","Hammer Curl (Dumbbell)",,"",1,"failure",10,4,,,
"Evening workout 🏋️","2 Apr 2024, 18:44","12 Apr 2024, 19:11","","Chin Up (Weighted)",,"",0,"warmup",,3,,,
"Evening workout 🏋️","2 Apr 2024, 18:44","12 Apr 2024, 19:11","","Chin Up (Weighted)",,"",1,"normal",20,4,,,
"Evening workout 🏋️","2 Apr 2024, 18:44","12 Apr 2024, 19:11","","Chin Up (Weighted)",,"",2,"normal",12,5,,,
"Evening workout 🏋️","2 Apr 2024, 18:44","12 Apr 2024, 19:11","","Chin Up (Weighted)",,"",3,"normal",,6,,,
"Evening workout 🏋️","2 Apr 2024, 18:44","12 Apr 2024, 19:11","","Lateral Raise (Dumbbell)",,"",0,"normal",6,20,,,
"Evening workout 🏋️","2 Apr 2024, 18:44","12 Apr 2024, 19:11","","Lateral Raise (Dumbbell)",,"",1,"normal",6,15,,,
"Evening workout 🏋️","2 Apr 2024, 18:44","12 Apr 2024, 19:11","","Bulgarian Split Squat",,"",0,"normal",20,8,,,
"Evening workout 🏋️","2 Apr 2024, 18:44","12 Apr 2024, 19:11","","Squat (Bodyweight)",,"",0,"normal",,20,,,
"Evening workout 🏋️","2 Apr 2024, 18:44","12 Apr 2024, 19:11","","Decline Push Up",,"",0,"failure",,10,,,
"Afternoon workout 💪","20 Mar 2024, 16:43","20 Mar 2024, 17:36","","Chin Up (Weighted)",,"",0,"warmup",,3,,,
"Afternoon workout 💪","20 Mar 2024, 16:43","20 Mar 2024, 17:36","","Chin Up (Weighted)",,"",1,"warmup",12,3,,,
"Afternoon workout 💪","20 Mar 2024, 16:43","20 Mar 2024, 17:36","","Chin Up (Weighted)",,"",2,"normal",32,2,,,
"Afternoon workout 💪","20 Mar 2024, 16:43","20 Mar 2024, 17:36","","Chin Up (Weighted)",,"",3,"normal",20,5,,,
"Afternoon workout 💪","20 Mar 2024, 16:43","20 Mar 2024, 17:36","","Chin Up (Weighted)",,"",4,"normal",,9,,,
"Afternoon workout 💪","20 Mar 2024, 16:43","20 Mar 2024, 17:36","","Neutral Grip Pull Up",,"",0,"normal",,10,,,
"Afternoon workout 💪","20 Mar 2024, 16:43","20 Mar 2024, 17:36","","Ring Dips",,"",0,"normal",,7,,,
"Afternoon workout 💪","20 Mar 2024, 16:43","20 Mar 2024, 17:36","","Ring Dips",,"",1,"normal",,4,,,
"Afternoon workout 💪","20 Mar 2024, 16:43","20 Mar 2024, 17:36","","Assisted Pistol Squats",,"",0,"normal",,12,,,
"Afternoon workout 💪","20 Mar 2024, 16:43","20 Mar 2024, 17:36","","ring fly",,"",0,"normal",,8,,,
"Afternoon workout 💪","20 Mar 2024, 16:43","20 Mar 2024, 17:36","","ring fly",,"",1,"normal",,10,,,
"Afternoon workout 💪","20 Mar 2024, 16:43","20 Mar 2024, 17:36","","Single Leg Standing Calf Raise",,"",0,"normal",,21,,,
"Afternoon workout 💪","20 Mar 2024, 16:43","20 Mar 2024, 17:36","","Hanging Knee Raise",,"",0,"normal",,13,,,
"Late night workout 🌙","3 Mar 2024, 21:21","4 Mar 2024, 00:23","","Overhead Press (Barbell)",,"",0,"warmup",20,20,,,
"Late night workout 🌙","3 Mar 2024, 21:21","4 Mar 2024, 00:23","","Overhead Press (Barbell)",,"",1,"warmup",40,5,,,
"Late night workout 🌙","3 Mar 2024, 21:21","4 Mar 2024, 00:23","","Overhead Press (Barbell)",,"",2,"warmup",50,3,,,
"Late night workout 🌙","3 Mar 2024, 21:21","4 Mar 2024, 00:23","","Overhead Press (Barbell)",,"",3,"normal",60,5,,,
"Late night workout 🌙","3 Mar 2024, 21:21","4 Mar 2024, 00:23","","Overhead Press (Barbell)",,"",4,"normal",50,8,,,
"Late night workout 🌙","3 Mar 2024, 21:21","4 Mar 2024, 00:23","","Squat (Barbell)",,"",0,"warmup",20,10,,,
"Late night workout 🌙","3 Mar 2024, 21:21","4 Mar 2024, 00:23","","Squat (Barbell)",,"",1,"warmup",40,5,,,
"Late night workout 🌙","3 Mar 2024, 21:21","4 Mar 2024, 00:23","","Squat (Barbell)",,"",2,"warmup",60,3,,,
"Late night workout 🌙","3 Mar 2024, 21:21","4 Mar 2024, 00:23","","Squat (Barbell)",,"",3,"warmup",80,1,,,
"Late night workout 🌙","3 Mar 2024, 21:21","4 Mar 2024, 00:23","","Squat (Barbell)",,"",4,"warmup",100,1,,,
"Late night workout 🌙","3 Mar 2024, 21:21","4 Mar 2024, 00:23","","Squat (Barbell)",,"",5,"warmup",120,1,,,
"Late night workout 🌙","3 Mar 2024, 21:21","4 Mar 2024, 00:23","","Squat (Barbell)",,"",6,"normal",130,1,,,
"Late night workout 🌙","3 Mar 2024, 21:21","4 Mar 2024, 00:23","","Squat (Barbell)",,"",7,"normal",100,6,,,
"Late night workout 🌙","3 Mar 2024, 21:21","4 Mar 2024, 00:23","","Chin Up (Weighted)",,"",0,"normal",,14,,,
"Late night workout 🌙","3 Mar 2024, 21:21","4 Mar 2024, 00:23","","Chin Up (Weighted)",,"",1,"normal",,6,,,
"Late night workout 🌙","3 Mar 2024, 21:21","4 Mar 2024, 00:23","","Chin Up (Weighted)",,"",2,"normal",,5,,,
"Late night workout 🌙","3 Mar 2024, 21:21","4 Mar 2024, 00:23","","Lateral Raise (Machine)",,"",0,"normal",5,15,,,
"Late night workout 🌙","3 Mar 2024, 21:21","4 Mar 2024, 00:23","","Lateral Raise (Machine)",,"",1,"failure",4,10,,,
"Late night workout 🌙","3 Mar 2024, 21:21","4 Mar 2024, 00:23","","Lateral Raise (Machine)",,"",2,"dropset",2,10,,,
"Late night workout 🌙","3 Mar 2024, 21:21","4 Mar 2024, 00:23","","Chest Fly (Machine)",,"",0,"normal",20,8,,,
"Late night workout 🌙","3 Mar 2024, 21:21","4 Mar 2024, 00:23","","Chest Fly (Machine)",,"",1,"normal",8,10,,,
"Late night workout 🌙","3 Mar 2024, 21:21","4 Mar 2024, 00:23","","Bicep Curl (Dumbbell)",,"",0,"normal",20,5,,,
"Evening workout 🏋️","27 Feb 2024, 13:25","3 Mar 2024, 21:21","","Romanian Deadlift (Barbell)",,"",0,"warmup",20,20,,,
"Evening workout 🏋️","27 Feb 2024, 13:25","3 Mar 2024, 21:21","","Romanian Deadlift (Barbell)",,"",1,"warmup",60,5,,,
"Evening workout 🏋️","27 Feb 2024, 13:25","3 Mar 2024, 21:21","","Romanian Deadlift (Barbell)",,"",2,"warmup",100,3,,,
"Evening workout 🏋️","27 Feb 2024, 13:25","3 Mar 2024, 21:21","","Romanian Deadlift (Barbell)",,"",3,"normal",150,4,,,
"Evening workout 🏋️","27 Feb 2024, 13:25","3 Mar 2024, 21:21","","Romanian Deadlift (Barbell)",,"",4,"normal",110,8,,,
"Evening workout 🏋️","27 Feb 2024, 13:25","3 Mar 2024, 21:21","","Overhead Press (Barbell)",,"",0,"warmup",20,10,,,
"Evening workout 🏋️","27 Feb 2024, 13:25","3 Mar 2024, 21:21","","Overhead Press (Barbell)",,"",1,"warmup",50,2,,,
"Evening workout 🏋️","27 Feb 2024, 13:25","3 Mar 2024, 21:21","","Overhead Press (Barbell)",,"",2,"normal",60,5,,,
"Evening workout 🏋️","27 Feb 2024, 13:25","3 Mar 2024, 21:21","","Overhead Press (Barbell)",,"",3,"normal",50,5,,,
"Evening workout 🏋️","27 Feb 2024, 13:25","3 Mar 2024, 21:21","","Tricep Dip",,"",0,"failure",,10,,,
"Evening workout 🏋️","27 Feb 2024, 13:25","3 Mar 2024, 21:21","","Tricep Dip",,"",1,"failure",,9,,,
"Evening workout 🏋️","27 Feb 2024, 13:25","3 Mar 2024, 21:21","","Tricep Dip",,"",2,"failure",,5,,,
"Evening workout 🏋️","27 Feb 2024, 13:25","3 Mar 2024, 21:21","","Hammer Curl (Dumbbell)",,"",0,"normal",20,8,,,
"Evening workout 🏋️","27 Feb 2024, 13:25","3 Mar 2024, 21:21","","Hammer Curl (Dumbbell)",,"",1,"normal",14,10,,,
"Evening workout 🏋️","27 Feb 2024, 13:25","3 Mar 2024, 21:21","","Hip Thrust (Machine)",,"",0,"warmup",98.1,5,,,
"Evening workout 🏋️","27 Feb 2024, 13:25","3 Mar 2024, 21:21","","Hip Thrust (Machine)",,"",1,"normal",148.1,12,,,
"Evening workout 🏋️","27 Feb 2024, 13:25","3 Mar 2024, 21:21","","Hip Thrust (Machine)",,"",2,"normal",138.1,12,,,
"Evening workout 🏋️","27 Feb 2024, 13:25","3 Mar 2024, 21:21","","Seated Calf Raise",,"",0,"normal",60,10,,,
"Evening workout 🏋️","27 Feb 2024, 13:25","3 Mar 2024, 21:21","","Seated Calf Raise",,"",1,"normal",40,12,,,
"Morning workout ☀️","23 Feb 2024, 11:13","23 Feb 2024, 12:26","","Incline Bench Press (Barbell)",,"",0,"warmup",20,20,,,
"Morning workout ☀️","23 Feb 2024, 11:13","23 Feb 2024, 12:26","","Incline Bench Press (Barbell)",,"",1,"warmup",60,5,,,
"Morning workout ☀️","23 Feb 2024, 11:13","23 Feb 2024, 12:26","","Incline Bench Press (Barbell)",,"",2,"warmup",80,1,,,
"Morning workout ☀️","23 Feb 2024, 11:13","23 Feb 2024, 12:26","","Incline Bench Press (Barbell)",,"",3,"normal",85,2,,,
"Morning workout ☀️","23 Feb 2024, 11:13","23 Feb 2024, 12:26","","Incline Bench Press (Barbell)",,"",4,"normal",70,6,,,
"Morning workout ☀️","23 Feb 2024, 11:13","23 Feb 2024, 12:26","","Incline Bench Press (Barbell)",,"",5,"normal",60,10,,,
"Morning workout ☀️","23 Feb 2024, 11:13","23 Feb 2024, 12:26","","Hack Squat (Machine)",,"",0,"warmup",47.6,10,,,
"Morning workout ☀️","23 Feb 2024, 11:13","23 Feb 2024, 12:26","","Hack Squat (Machine)",,"",1,"warmup",87.6,5,,,
"Morning workout ☀️","23 Feb 2024, 11:13","23 Feb 2024, 12:26","","Hack Squat (Machine)",,"",2,"warmup",147.6,3,,,
"Morning workout ☀️","23 Feb 2024, 11:13","23 Feb 2024, 12:26","","Hack Squat (Machine)",,"",3,"normal",167.6,3,,,
"Morning workout ☀️","23 Feb 2024, 11:13","23 Feb 2024, 12:26","","Hack Squat (Machine)",,"",4,"normal",142.6,6,,,
"Morning workout ☀️","23 Feb 2024, 11:13","23 Feb 2024, 12:26","","Dumbbell Row",,"",0,"warmup",32,6,,,
"Morning workout ☀️","23 Feb 2024, 11:13","23 Feb 2024, 12:26","","Dumbbell Row",,"",1,"normal",42,9,,,
"Morning workout ☀️","23 Feb 2024, 11:13","23 Feb 2024, 12:26","","Face Pull",,"",0,"normal",19.3,15,,,
"Morning workout ☀️","23 Feb 2024, 11:13","23 Feb 2024, 12:26","","Face Pull",,"",1,"normal",17,15,,,
"Morning workout ☀️","23 Feb 2024, 11:13","23 Feb 2024, 12:26","","Triceps Extension (Cable)",,"",0,"normal",7.9,8,,,
"Morning workout ☀️","23 Feb 2024, 11:13","23 Feb 2024, 12:26","","Triceps Extension (Cable)",,"",1,"normal",7.9,6,,,
"Morning workout ☀️","23 Feb 2024, 11:13","23 Feb 2024, 12:26","","Triceps Extension (Cable)",,"",2,"dropset",5.7,10,,,
"Morning workout ☀️","23 Feb 2024, 11:13","23 Feb 2024, 12:26","","Single Arm Lateral Raise (Cable)",,"",0,"normal",7.9,12,,,
"Morning workout ☀️","23 Feb 2024, 11:13","23 Feb 2024, 12:26","","Single Arm Lateral Raise (Cable)",,"",1,"normal",7.9,15,,,
"Morning workout ☀️","23 Feb 2024, 11:13","23 Feb 2024, 12:26","","Single Arm Lateral Raise (Cable)",,"",2,"dropset",5.7,10,,,
"Morning workout ☀️","18 Feb 2024, 14:30","21 Feb 2024, 11:13","","Chin Up (Weighted)",,"",0,"normal",25,3,,,
"Morning workout ☀️","18 Feb 2024, 14:30","21 Feb 2024, 11:13","","Chin Up (Weighted)",,"",1,"normal",12,5,,,
"Morning workout ☀️","18 Feb 2024, 14:30","21 Feb 2024, 11:13","","Chin Up (Weighted)",,"",2,"normal",,5,,,
"Morning workout ☀️","18 Feb 2024, 14:30","21 Feb 2024, 11:13","","Lunge (Barbell)",,"",0,"warmup",17.5,10,,,
"Morning workout ☀️","18 Feb 2024, 14:30","21 Feb 2024, 11:13","","Lunge (Barbell)",,"",1,"normal",57.5,12,,,
"Morning workout ☀️","18 Feb 2024, 14:30","21 Feb 2024, 11:13","","Lunge (Barbell)",,"",2,"normal",47.5,12,,,
"Morning workout ☀️","18 Feb 2024, 14:30","21 Feb 2024, 11:13","","Ring Push Up",,"",0,"failure",,14,,,
"Morning workout ☀️","18 Feb 2024, 14:30","21 Feb 2024, 11:13","","Ring Push Up",,"",1,"failure",,10,,,
"Morning workout ☀️","18 Feb 2024, 14:30","21 Feb 2024, 11:13","","Ring Push Up",,"",2,"failure",,8,,,
"Afternoon workout 💪","18 Feb 2024, 13:26","20 Feb 2024, 14:29","","Overhead Press (Barbell)",,"",0,"warmup",20,20,,,
"Afternoon workout 💪","18 Feb 2024, 13:26","20 Feb 2024, 14:29","","Overhead Press (Barbell)",,"",1,"warmup",50,2,,,
"Afternoon workout 💪","18 Feb 2024, 13:26","20 Feb 2024, 14:29","","Overhead Press (Barbell)",,"",2,"warmup",60,1,,,
"Afternoon workout 💪","18 Feb 2024, 13:26","20 Feb 2024, 14:29","","Overhead Press (Barbell)",,"",3,"normal",60,4,,,
"Afternoon workout 💪","18 Feb 2024, 13:26","20 Feb 2024, 14:29","","Overhead Press (Barbell)",,"",4,"normal",52.5,5,,,
"Afternoon workout 💪","18 Feb 2024, 13:26","20 Feb 2024, 14:29","","Romanian Deadlift (Barbell)",,"",0,"warmup",20,20,,,
"Afternoon workout 💪","18 Feb 2024, 13:26","20 Feb 2024, 14:29","","Romanian Deadlift (Barbell)",,"",1,"warmup",60,6,,,
"Afternoon workout 💪","18 Feb 2024, 13:26","20 Feb 2024, 14:29","","Romanian Deadlift (Barbell)",,"",2,"warmup",100,3,,,
"Afternoon workout 💪","18 Feb 2024, 13:26","20 Feb 2024, 14:29","","Romanian Deadlift (Barbell)",,"",3,"normal",145,6,,,
"Afternoon workout 💪","18 Feb 2024, 13:26","20 Feb 2024, 14:29","","Romanian Deadlift (Barbell)",,"",4,"normal",105,8,,,
"Afternoon workout 💪","18 Feb 2024, 13:26","20 Feb 2024, 14:29","","Tricep Dip",,"",0,"warmup",,10,,,
"Afternoon workout 💪","18 Feb 2024, 13:26","20 Feb 2024, 14:29","","Tricep Dip",,"",1,"warmup",20,5,,,
"Afternoon workout 💪","18 Feb 2024, 13:26","20 Feb 2024, 14:29","","Tricep Dip",,"",2,"normal",40,2,,,
"Afternoon workout 💪","18 Feb 2024, 13:26","20 Feb 2024, 14:29","","Tricep Dip",,"",3,"normal",30,3,,,
"Afternoon workout 💪","18 Feb 2024, 13:26","20 Feb 2024, 14:29","","Tricep Dip",,"",4,"dropset",,7,,,
"Afternoon workout 💪","18 Feb 2024, 13:26","20 Feb 2024, 14:29","","Hip Thrust (Machine)",,"",0,"warmup",,20,,,
"Afternoon workout 💪","18 Feb 2024, 13:26","20 Feb 2024, 14:29","","Hip Thrust (Machine)",,"",1,"normal",140,10,,,
"Afternoon workout 💪","18 Feb 2024, 13:26","20 Feb 2024, 14:29","","Hip Thrust (Machine)",,"",2,"normal",130,10,,,
"Afternoon workout 💪","18 Feb 2024, 13:26","20 Feb 2024, 14:29","","Hammer Curl (Dumbbell)",,"",0,"normal",18,12,,,
"Afternoon workout 💪","18 Feb 2024, 13:26","20 Feb 2024, 14:29","","Hammer Curl (Dumbbell)",,"",1,"normal",14,10,,,
"Afternoon workout 💪","18 Feb 2024, 13:26","20 Feb 2024, 14:29","","Seated Calf Raise",,"",0,"normal",60,10,,,
"Afternoon workout 💪","18 Feb 2024, 13:26","20 Feb 2024, 14:29","","Seated Calf Raise",,"",1,"normal",40,12,,,
"Morning workout ☀️","16 Feb 2024, 10:53","16 Feb 2024, 11:56","","Incline Bench Press (Dumbbell)",,"",0,"warmup",22,20,,,
"Morning workout ☀️","16 Feb 2024, 10:53","16 Feb 2024, 11:56","","Incline Bench Press (Dumbbell)",,"",1,"normal",38,3,,,
"Morning workout ☀️","16 Feb 2024, 10:53","16 Feb 2024, 11:56","","Incline Bench Press (Dumbbell)",,"",2,"normal",32,6,,,
"Morning workout ☀️","16 Feb 2024, 10:53","16 Feb 2024, 11:56","","Squat (Barbell)",,"",0,"warmup",20,10,,,
"Morning workout ☀️","16 Feb 2024, 10:53","16 Feb 2024, 11:56","","Squat (Barbell)",,"",1,"warmup",60,5,,,
"Morning workout ☀️","16 Feb 2024, 10:53","16 Feb 2024, 11:56","","Squat (Barbell)",,"",2,"warmup",100,3,,,
"Morning workout ☀️","16 Feb 2024, 10:53","16 Feb 2024, 11:56","","Squat (Barbell)",,"",3,"normal",120,4,,,
"Morning workout ☀️","16 Feb 2024, 10:53","16 Feb 2024, 11:56","","Triceps Extension (Cable)",,"",0,"normal",7.9,8,,,
"Morning workout ☀️","16 Feb 2024, 10:53","16 Feb 2024, 11:56","","Triceps Extension (Cable)",,"",1,"normal",5.4,12,,,
"Morning workout ☀️","16 Feb 2024, 10:53","16 Feb 2024, 11:56","","Triceps Extension (Cable)",,"",2,"dropset",3.9,10,,,
"Morning workout ☀️","16 Feb 2024, 10:53","16 Feb 2024, 11:56","","Single Arm Lateral Raise (Cable)",,"",0,"normal",7.9,10,,,
"Morning workout ☀️","16 Feb 2024, 10:53","16 Feb 2024, 11:56","","Single Arm Lateral Raise (Cable)",,"",1,"normal",7.9,7,,,
"Morning workout ☀️","16 Feb 2024, 10:53","16 Feb 2024, 11:56","","Single Arm Lateral Raise (Cable)",,"",2,"dropset",5.7,10,,,
"Morning workout ☀️","9 Feb 2024, 10:43","9 Feb 2024, 11:41","","Romanian Deadlift (Barbell)",,"",0,"warmup",20,10,,,
"Morning workout ☀️","9 Feb 2024, 10:43","9 Feb 2024, 11:41","","Romanian Deadlift (Barbell)",,"",1,"warmup",60,5,,,
"Morning workout ☀️","9 Feb 2024, 10:43","9 Feb 2024, 11:41","","Romanian Deadlift (Barbell)",,"",2,"warmup",100,3,,,
"Morning workout ☀️","9 Feb 2024, 10:43","9 Feb 2024, 11:41","","Romanian Deadlift (Barbell)",,"",3,"normal",145,5,,,
"Morning workout ☀️","9 Feb 2024, 10:43","9 Feb 2024, 11:41","","Romanian Deadlift (Barbell)",,"",4,"normal",100,9,,,
"Morning workout ☀️","9 Feb 2024, 10:43","9 Feb 2024, 11:41","","Overhead Press (Barbell)",,"",0,"warmup",,10,,,
"Morning workout ☀️","9 Feb 2024, 10:43","9 Feb 2024, 11:41","","Overhead Press (Barbell)",,"",1,"warmup",50,2,,,
"Morning workout ☀️","9 Feb 2024, 10:43","9 Feb 2024, 11:41","","Overhead Press (Barbell)",,"",2,"normal",60,4,,,
"Morning workout ☀️","9 Feb 2024, 10:43","9 Feb 2024, 11:41","","Overhead Press (Barbell)",,"",3,"normal",50,8,,,
"Morning workout ☀️","9 Feb 2024, 10:43","9 Feb 2024, 11:41","","Reverse Grip Lat Pulldown (Cable)",,"",0,"normal",79,12,,,
"Morning workout ☀️","9 Feb 2024, 10:43","9 Feb 2024, 11:41","","Reverse Grip Lat Pulldown (Cable)",,"",1,"normal",66,8,,,
"Morning workout ☀️","9 Feb 2024, 10:43","9 Feb 2024, 11:41","","Hammer Curl (Dumbbell)",,"",0,"normal",20,7,,,
"Morning workout ☀️","9 Feb 2024, 10:43","9 Feb 2024, 11:41","","Hammer Curl (Dumbbell)",,"",1,"normal",14,7,,,
"Morning workout ☀️","9 Feb 2024, 10:43","9 Feb 2024, 11:41","","Seated Calf Raise",,"",0,"normal",60,10,,,
"Morning workout ☀️","9 Feb 2024, 10:43","9 Feb 2024, 11:41","","Seated Calf Raise",,"",1,"normal",30,12,,,
"Morning workout ☀️","9 Feb 2024, 10:43","9 Feb 2024, 11:41","","Hip Thrust (Machine)",,"",0,"normal",130,12,,,
"Morning workout ☀️","9 Feb 2024, 10:43","9 Feb 2024, 11:41","","Hip Thrust (Machine)",,"",1,"normal",120,12,,,
"Afternoon workout 💪","4 Feb 2024, 13:15","4 Feb 2024, 14:50","","Hack Squat (Machine)",,"",0,"warmup",,10,,,
"Afternoon workout 💪","4 Feb 2024, 13:15","4 Feb 2024, 14:50","","Hack Squat (Machine)",,"",1,"warmup",40,5,,,
"Afternoon workout 💪","4 Feb 2024, 13:15","4 Feb 2024, 14:50","","Hack Squat (Machine)",,"",2,"warmup",80,3,,,
"Afternoon workout 💪","4 Feb 2024, 13:15","4 Feb 2024, 14:50","","Hack Squat (Machine)",,"",3,"normal",120,4,,,
"Afternoon workout 💪","4 Feb 2024, 13:15","4 Feb 2024, 14:50","","Hack Squat (Machine)",,"",4,"normal",90,8,,,
"Afternoon workout 💪","4 Feb 2024, 13:15","4 Feb 2024, 14:50","","Incline Bench Press (Dumbbell)",,"",0,"warmup",24,15,,,
"Afternoon workout 💪","4 Feb 2024, 13:15","4 Feb 2024, 14:50","","Incline Bench Press (Dumbbell)",,"",1,"normal",38,4,,,
"Afternoon workout 💪","4 Feb 2024, 13:15","4 Feb 2024, 14:50","","Incline Bench Press (Dumbbell)",,"",2,"normal",32,8,,,
"Afternoon workout 💪","4 Feb 2024, 13:15","4 Feb 2024, 14:50","","Dumbbell Row",,"",0,"warmup",22,10,,,
